tem_03338_01676879233	తుని ఒక అసెంబ్లీ నియోజక వర్గం
tem_03338_01440253374	అది విమర్శకుల మన్ననలు పొందింది
tem_02812_02031880873	ప్రస్తుతం ఆ ప్రదేశంలో ఒక స్తంభం మాత్రం ఉంది
tem_09222_01231662485	ఇతర పెరుగుల కంటే దీనికి వగరు తక్కువ
tem_06917_00905288392	విజయవాడ ఆంధ్ర ప్రదేశ్ రాష్ట్రంలో మూడవ అతిపెద్ద నగరము
tem_05425_00392080368	మీరు తయారు చేసిన ప్రకటనలు చాలా బాగున్నాయి
tem_03338_00326195833	అన్నింటినీ మించి రససిద్ధి పరిమళిస్తుంది
tem_05425_01447625841	జ్ఞానం అనేది ఒక విషయానికి ఇంకొక విషయం ముడి పడి ఉంటుంది
tem_00974_00230412155	ఆగష్టు ఇరవై తొమ్మిది జాతీయ క్రీడా దినోత్సవము
tem_07220_01149879542	అడై ఇది తమిళ వంటకం
tem_02812_00662842387	దీన్ని కూడా దయచేసి వికి లో పెట్టండి
tem_05425_01244184169	ఇటీవలి కొన్ని చిత్రాలలో పాటల రచయితగా కూడా పని చేసారు
tem_09015_02024169177	ఈ ఊరిలో విద్ద్యుదీపాలు చాలానే ఉన్నాయి
tem_04272_01166518366	వారు నిర్మించిన కోట ఈ గ్రామములొ ఒక ఆకర్షణ
tem_02769_01935119549	అది నా మనస్సులో ఆరనిచిచ్చును రేపింది
tem_03338_00279279413	దాని బాయిలర్ లో దోషం కనబడింది
tem_02769_01075412412	పామును చూస్తే చాలు ఎవరికైనా భయమే
tem_00682_01874360817	కుశధ్వజుడు ఈతని సోదరుడు
tem_00682_00534054415	మెడ నిలబడకుండా వాలి పోవడం కూడా కద్దు
tem_06917_00466189961	సూఫీ తత్వము ఇస్లాం మతము లో ఒక ఆధ్యాత్మిక ఆచారం ఈ సూఫీ తత్వం
tem_00974_01129114088	అందుకు గోవులు అంగీకరించాయి
tem_05479_01143011085	వ్యవసాయం మూలంగా నీటి లోతు తగ్గిపోయింది\n
tem_02812_01916782141	మీరు లాగిన్ అయి మార్పులు చేస్తే బాగుంటుంది
tem_09222_01499352058	ఇది కూడ చాలా మంది ఎరిగినదే
tem_04272_01682644390	ఇక్కడ ఇప్పటికే శ్రీకాకుళం పైన ఒక వ్యాసం ఉంది
tem_00682_01816585170	ఈ గ్రామములో ఒక పాఠశాల ఉన్నది
tem_04272_01094955164	అనేకమంది సినీ సంగీత దర్శకులు ఈయన గురువు
tem_00682_01503140102	విజయవాడ నుండి బస్సు సౌకర్యము కలదు
tem_06359_00728841111	ప్రస్తుతం పురావస్థుశాఖ పరిశీలనలో ఉన్నది
tem_00974_00595140041	జిగురుగా ద్రవం వస్తుంది
tem_04272_00497617573	తరువాత కాశీ విశ్వవిద్యాలయం నుండి సంస్కృతంలో ఎమ్ఎ పట్టా పొందారు
tem_05479_00774894580	ఇక్కడి భాష తెలుగు\n
tem_05479_00566022622	వాని గింజల నుండి తైలమును దీసెదరు\n
tem_05425_01128622638	ఉదాహరణకి ఈ పేజీలో నేను చేసిన మార్పులు చూడండి
tem_04272_01321978984	ఈ మఠం క్షేత్రం గుజరాత్ లో ద్వారకా క్షేత్రము వద్ద కలదు
tem_08680_01892202335	పూర్వం వీరి ప్రధాన వృత్తి దూదిని ఏకడం\n
tem_05425_00654949191	ఇది నా ప్రాధమిక ప్రతిపాదన మాత్రమే
tem_06359_01046568563	కూడా పూర్తి చేశాడు
tem_09525_01711580197	గ్రామ విస్తీర్ణం తొమ్మిది వందల నలభై హెక్టారులు\n
tem_09015_00639057386	సాధారణంగా ఇది జనవరి పధ్నాలుగు న వస్తుంది
tem_03338_01081448971	మేధోపరమైన సంపద కావచ్చు
tem_04272_00013373607	కనుక ఆ బొమ్మను ఆ వూరు లేదా ఆ విషయానికి చెందిన వ్యాసంలో చేర్చండి
tem_08377_00801736341	అందులో అరవై మూడు మరియు అరవై అయిదు ఐసోటోపులు స్థిరమైనవి\n
tem_09525_02109622099	ఇవి తినడం వల్ల రక్తపోటు తగ్గుతుంది\n
tem_02812_01549358893	ఆ అధికారి ప్రాంతీయ ప్రభుత్వానికి అధినేత
tem_09015_00078132933	పరిసరాలను శుభ్రంగా ఉంచుచున్నారు
tem_09015_00524912316	ఈమె అంటే డోరేమాన్ కి పంచప్రాణాలు
tem_05479_01566256296	ఇవి ఆకుల కంటే పొడుగుగా నున్నవి
tem_00682_00414500553	విద్య గ్రామము నందు ఒక ప్రాథమిక పాఠశాల మరియు ఉన్నత విద్యా పాఠశాల కలవు
tem_06359_00003684477	కరివేప ఆకుని ఇంగ్లీషులో  అని పిలుస్తారు
tem_09015_00771592250	జీవిత భాగస్వామి వంచనకు గురి కావచ్చు
tem_00974_00457654049	సియాబోర్గియం ఒక రసాయన మూలకం ఉంది
tem_07220_01263078229	గ్రామం లోని ప్రజల ముఖ్య వృత్తి వ్యవసాయం
tem_02812_01625515096	అవధానిగారు ఆ పద్యాలను విని
tem_06917_01545402791	మీకు ఇంకనూ ఏవైనా సందేహాలుంటే చర్చా పేజీలో తప్పకుండా వ్రాయండి
tem_09015_01202480271	సుఖమా మన రాజ్యామెల్లను జయమా
tem_00682_02009704206	కాళ్ళు చేతులు స్వాధీనం తప్పుతున్నాయి
tem_08680_00353421089	కాసుబాబు గారూ ఆ కథ నాకు తెలియదు
tem_00682_01667000167	అందువలననే వీటిని బుట్టబొమ్మలంటారు
tem_00682_00175080734	అందుకే అతన్ని హలాయుదుడు అన్నారు
tem_00682_01937653714	శ్రీకాకుళం జిల్లా భారత దేశము లోని ఆంధ్ర ప్రదేశ్ రాష్ట్రం లో ఈశాన్య సరిహద్దు లో ఉన్నది
tem_05425_01171578716	ప్రస్తుతానికి పేర్లను సరి చేస్తున్నాను అంతే
tem_06917_02049278547	రెండవది వ్యాసాన్ని వర్గీకరణ చేయడం ముఖ్యం
tem_02769_01742031755	జీవశాస్త్ర సంబంధం కాని వాటికి అనగా
tem_06359_01269227098	ఉపయోగించడం చాలా సులభం
tem_00974_00704388053	అయినా జయాపజయాలు దైవాధీనాలు కదా
tem_04272_00986063359	నేను తెలుగు వికిపీడియా కు కొత్త
tem_04771_01232261096	రాంప్‌లో ఎడమవైపుకు మలుపు తిరగండి
tem_09525_00635161076	చెన్నై బి. విశ్వనాథ రెడ్డి
tem_09015_00758808800	జప ధ్యానాలకు ఈ రోజు ప్రాముఖ్యం ఇస్తారు
tem_00682_01179013231	ఆపేరు కాలక్రమంలో మురుడేశ్వర గా మారింది
tem_04272_01725136006	పాత నగరం వ్యాపార కేంద్రము కొత్త నగరం ఎక్కువగా నివాస కేంద్రము
tem_00974_00258121015	ఈ సినిమాలో రెండు పాటలను ఆరుద్ర రచించారు
tem_03338_01065878450	వారంతా అద్భుతమైన తారాగణం
tem_06359_00326677279	అనిరుద్ధచరిత్ర గురించి వర్ణించబడినది
tem_07220_01166127437	దీన్ని పశువులకు తిని పించాలి
tem_04272_02047439081	ఉదాహరణకు మొలక అని టైపు చేస్తే ఆ వ్యాసంలో కింది పాఠం కనపడుతుంది
tem_00682_01576858778	ఇప్పుడు నేను నీ యొద్దకు వచ్చుచున్నాను
tem_07220_00817723379	తల నామవాచకంగా
tem_06885_00901546210	ఇరువురు ఒకరిని ఒకరు చూసుకున్నారు
tem_02812_01988806915	మీరు బొమ్మలు అప్‌లోడ్ చేసినప్పుడు వాటికి మరింత స్పష్టమైన పేర్లు పెడితే బాగుంటుంది
tem_03338_01362150883	ప్రతి టీములో ఆరు మంది ఆటగాళ్ళు వుండును
tem_03338_01231901091	ఐఎమ్డిబిలో వెంపటి సత్యం పేజీ
tem_00974_01717109177	ఇవి తినడం వల్ల రక్తపోటు తగ్గుతుంది
tem_09015_00078342431	కంపెనీ సీనియర్ డేవిడ్
tem_04272_00013995594	ఇది తెలుగు ముస్లిం జాతికి ఎంతో అవసరమైన సమస్య
tem_09222_02130366785	అయిదు వందల ఇరవై మూడు మూడు వందల ముప్పై ఒకటి
tem_02812_00286448449	పచ్చ కర్పూరంకుంకుమ పువ్వుమిఠాయి రంగు
tem_09015_01460326565	గ్రామ జనాభా సరాసరి అయిదు వందలు కుటుంబాలు
tem_09015_02008619447	శ్రీ నీలకంఠస్వామివారి ఆలయం
tem_07220_01346905084	ఈయన కేరళ పాఠశాలలో గణిత శాస్త్రవేత్త
tem_09584_00076929008	ఇదంతా చూసి విదురుడికి మనసు కలత చెందింది
tem_08680_01852967552	మన దేశంలో అన్ని వనరులూ పుష్కలంగా ఉన్నాయి\n
tem_05479_00163058048	శ్రీ దాసాంజనేయస్వామివారి దేవాలయం
tem_02812_01690935110	ఆ జాబితా చూడడానికి నా వీక్షణ జాబితా నొక్కితే సరిపోతుంది
tem_02769_01157950579	ఈయన కృష్ణా మండల వాసి
tem_02812_01046906134	ఈయన భారతీయ గణిత శాస్త్ర సమాజానికి కార్యదర్శి కూడా
tem_00974_01721882989	వారు ఇక్కడ నీటి బుడగ కోట ను నిర్మించారు
tem_07220_00346176137	తన ద్వారపాలకునిగా నియమించుకున్నాడు
tem_04272_00699412315	అయినా దీని కాపీ హక్కు గురించి సందేహం ఉంది
tem_02812_01412461529	ఫలితంగా కుహరం మూసుకుపోతుంది
tem_00974_00940481158	ఊరిలో పరిశ్రమల పరంగా మంచి అభివృద్ది కలదు
tem_09015_01354539087	నూతన తిక్కన సోమయాజి అను బిరుదును పొందాడు
tem_09015_00017001931	కవిత్వం కూడ రాశారు
tem_04272_02056608220	ఇక్కడ మహా శివరాత్రి ఉత్సవాలు ఘనంగా నిర్వహిస్తారు
tem_09525_01560023060	ఖమ్మం జిల్లాకు నల్గొండ జిల్లాకు సరిహద్దు గ్రామం\n
tem_04272_00199382276	అప్పుడు మీ సంతకం ఇలా కనిపిస్తుంది
tem_00682_00716666166	వరి ఈ గ్రామం ప్రధాన పంట
tem_07220_00021205059	గ్రామసమీపంలో చెరువు ఉంది
tem_07220_02117050163	మాండరిన్ ఈ పాఠశాల భోధనా భాష
tem_05425_01643785523	అలాగే బొమ్మలు ఎలా అప్లోడు చెయ్యాలి
tem_07220_00458704098	సామాన్య క్రియా ధాతువులు
tem_00682_02091767541	ఇవి మనకు ముఖ్యమైన శక్తి స్థావరాలు
tem_04272_01200255938	వేంగి నగరం ఇప్పటి పెదవేగి గ్రామం ఒకప్పటి తూర్పు చాళుక్యుల రాజధాని
tem_05425_01740564480	నాడీ కణాలు జ్ఞాన కణాలు లేవు
tem_06359_01042097139	ఈయన భార్య పేరు చార్వి
tem_09222_00062180407	దొంగోనికి అందరు దొంగలేగా
tem_00682_01511618730	బషీరాబాద్ రాజకీయ చైతన్యంగా ఎదిగిన గ్రామం
tem_04272_01908902719	మర్‌పల్లి ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలము
tem_02812_01498004323	ఈ కొండపై నుండి దాదాపు విజయవాడ మొత్తం కనిపిస్తుంది
tem_03338_00211936507	విషమ రేఖ పత్రము
tem_08680_01154551474	ఇంతటితో ఈ ప్రదర్శన పూర్తి అయినట్లే\n
tem_08680_02110000061	కాకతీయ విశ్వవిద్యాలయము వరంగల్ ‌లో ఉన్న పబ్లిక్ విశ్వవిద్యాలయము\n
tem_08680_01473287405	రెండు తూములను ఇద్దుము అంటారు\n
tem_06582_00588888042	అతడిదైన పాలన విధానాన్ని ప్రవేశపెట్టాడు
tem_06917_00251365270	ఒక ప్రాధమిక పాఠశాల ఒక ఉన్నత పాఠశాల మరియు ఇంటర్ కాలేజీ ఉన్నవి
tem_00682_00936230896	ఈ ఆట చిన్న పిల్లలకు బాగా ఇష్టమైన ఆట
tem_02812_00744227793	పోలీసు కాల్పుల్లో ప్రజలు మరణించారు
tem_02769_00891588174	బ్రౌన్ నిఘంటువు ప్రకారం గతి పదప్రయోగాలు
tem_05479_02029481249	అప్సరసలు నాట్యం చేస్తుంటారు\n
tem_09015_01842342630	చాల విశేషంగా జరుగుతోంది
tem_02769_01204096836	ఉత్తరఖండము
tem_04272_01227610992	ఏదైనా మరో సారి మీకు నా కృతజ్ఞతలు
tem_08680_00191324952	ఇక్కడ మహాశివరాత్రి కి బ్రహ్మాండమైన ఉత్సవాలు ఐదు రోజుల పాటు జరుగుతాయి\n
tem_05479_01342637690	సైమండ్స్ ఆడాల్సిన పరిస్థితి ఏర్పడింది\n
tem_04272_01090245032	దాదాసాహెబ్ ఫాల్కే అవార్డు గ్రహీత వి.కె.మూర్తి
tem_03338_01792098802	ఒక దశలో ఆయనకి చిత్రాలు లేవు
tem_02812_00551429061	లాగిన్‌ అయిన తరువాత ఎన్నో ప్రయోగాలు చేసుకోవచ్చు
tem_02769_01971397275	దీనిరచయిత పాల్లకురికి సోమనాథుడు
tem_06359_01288612315	తెలివి విపత్తులు కలవారు నీలా శోకించరు
tem_06359_00899308972	హేమవతి జలాశయం రిజర్వాయర్
tem_00682_01170090561	స్పర్శ నాడులు
tem_09525_00018755675	ఒకదశాబ్దము చేసిన నిరంతరకృషి ఫలమూ
tem_00974_00354445677	మాజీ భారతీయ ప్రధాన న్యాయమూర్తి జె
tem_08680_02051709478	దాదాసాహెబ్ ఫాల్కే అవార్డు గ్రహీత శాంతారాం\n
tem_05425_01821438417	గూడూరు తిరుపతి దక్షిణ రైలు మార్గంలో శ్రీకాళహస్తి రైల్వే స్టేషన్ ఉంది
tem_06885_01547562246	క్రమంగా తూర్పు చాళుక్యుల రాజ్యం దక్షిణాన నెల్లూరు నుండి ఉత్తరాన శ్రీకాకుళం వరకు విస్తరించింది
tem_00682_01744649325	ధనవంతులు ఎంతపనైనా చేయగలరని ఈ సామెత అర్థం
tem_09584_01351574088	దీనికి ప్రమాణం ఎర్గ్ సెకను
tem_08680_01569863935	పండ్లు బాగా తీయగా ఉంటాయి\n
tem_05425_01632694767	ఇంకా ఏమయినా సందేహాలు ఉంటే అడగండి మాకినేని ప్రదీపు
tem_07220_01338937392	జన్యు పరీక్షలు ముఖ్యంగా రెండు రకాలు
tem_09222_00149087841	బిస్మిల్లాఖాన్ సరస్వతీ దేవి భక్తుడు
tem_02812_01875859932	అప్పుడు నారదుడు ఇట్లా చెబుతారు
tem_03338_01922020994	మరికొందరు వెదురు బుట్టలు అల్లేవారు
tem_09015_00061521170	మరియు హెలెన్  పోలాటాజ్కో
tem_04771_00045248976	రౌండ్అబౌట్ వద్ద, రాంప్ నుండి నిష్క్రమించండి
tem_04272_00968912546	పేజీ ఎడమ వైపు ఉన్న ఫైలు అప్లోడు ద్వారా మీరు బొమ్మను ఎగుమతి చేయవచ్చు
tem_02812_01511622015	ప్రతి సంవత్సరం ఉత్సవాలు ఘనంగా జరుగుతాయి
tem_09015_00000853477	ప్రజలంతా నీ ఆజ్ఞలకు లోబడి ప్రవర్తిస్తాము
tem_08680_01811994454	సూర్యచంద్రులు ఇరువురూ కలిపివేయబడతారు
tem_00974_01415720054	శర్మ విశాఖపట్టణంలో స్థాపించాడు
tem_02812_00904351293	పంతుల తెలుగువారిలో కొందరి ఇంటిపేరు
tem_04272_00521848174	పంచాయత్ రాజ్ మంత్రిత్వ శాఖ వెబ్‌సైటులో కర్నూలు జిల్లా తాలూకాల వివరాలు ఉన్నాయి
tem_00682_00679519121	ఈ నాలుగు యుగములు ఒక మహాయుగము ఔతుంది
tem_08680_01987319099	అవి భారతీయ సినిమా ప్రాజెక్టు మరియు తెలుగు బాష ప్రాజెక్టు\n
tem_08377_01384134037	ఊరంతా ఈ కోలా హలంలో మునిగి పోతారు\n
tem_00682_01885026535	నరసాపురం మండలం పశ్చిమ గోదావరి జిల్లాకు చెందిన ఒక గ్రామము
tem_09584_02077832949	అవన్నీ నాకు తెలుసు
tem_04272_01614154228	ఇదే పేరుతో దాసరి నారాయణరావు ఒక సాంఘిక చిత్రాన్ని నిర్మించాడు
tem_00682_01989925452	ఇక ఐరోపా వారి యుగం ఆరంభమైంది
tem_09222_01008174452	ఇది బంగారు డిస్కును సాధించింది
tem_02812_01570202269	వ్యవసాయం మూలంగా నీటి లోతు తగ్గిపోయింది
tem_06359_01825590832	గృహాల సంఖ్య రెండు వందలు ఇరవై అయిదు
tem_06917_01222834283	అతని స్కోరు ఆ నాటికి భారత్ తరఫున అత్యధిక స్కోరు
tem_09015_00703846827	ఈమె వెయిట్ లిఫ్టింగులో రాణించుచున్నది
tem_00682_01017081776	జ్యోతిషరంగంలో కూడా ఆయనకి పట్టు ఉంది
tem_08377_02039439790	ఉదాహరణకు అల్లూరి సీతారామ రాజు సినిమా\n
tem_04272_00452602767	కొన్ని కేవలం వ్యక్తిగత అభిప్రాయాలు మాత్రమే
tem_05425_00496103861	మీ పాత దిద్దుబాట్లు అన్ని కూడా మీ కొత్త పేరు తో ఉంటాయి
tem_03338_01449412300	మనుషులందరూ సమానమన్నమాట వట్టి అబద్ధం
tem_00974_00245271644	ఇక్కడికి వాహనములు అనుమతించబడవు
tem_00682_00916792684	గ్రామ జనాభా రెండు వెలు ఏడు వందలు యాభై ఆరు
tem_08680_01896176369	ఈ ప్రక్రియ యొక్క వివరాలు రెగ్యులేషన్
tem_06917_01470534287	మంచాల్‌ ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలము
tem_06359_02093181058	చేనేత రంగానికి సేవ చేసాడు
tem_00974_00627285759	శ్రీ కాశీ విశ్వేశ్వరస్వామి ఆలయం
tem_08680_00013040784	పెనుమర్తి విశ్వనాథశాస్త్రి టూకీగా పి\n
tem_08377_00033299120	ఖురాన్ లో ఈ విషయం స్పష్టంగా చెప్పబడినది\n
tem_02769_00445505301	దండకాటవిలో కోదండము దాల్చినవాడవు
tem_02812_01645180462	మా ఊరు అని వ్రాయడం కంటే ఈ ఊరిలో అని వ్రాయడం బాగుంటుంది
tem_09222_00385985974	దీని వెనుక శాస్త్రీయాంశము కూడా కలదు
tem_04272_01577454251	మీరు కూడా సంతకం చేయండి
tem_09015_01433887341	ఈ క్రింది మైదాన నిబంధనలు అమలు చేయబడతాయి
tem_03338_02026178218	పశ్చిమోత్తర పసిఫిక్ యొక్క వృక్ష జాతులు
tem_09584_01162477807	ఈ చలనచిత్రానికి ప్రాణం  దాని సంగీతం
tem_00682_01998682746	ఇలా ఆమె రీసెర్చ్ ప్రయాణం మొదలైంది
tem_09015_01381851050	ద్వీపం లో పుట్టిన వాడు ద్వైపాయనుడు
tem_09584_01276424775	ఇది  విండో నిర్వాహకాన్ని వినియోగిస్తుంది
tem_03338_01578492169	మొదట్లో సైన్సు విద్యార్థి
tem_09015_00882559086	అంతకుముందు ఏ నాయకులను కలువలేదు
tem_05425_01699702964	వైష్ణవ దేవి ఆలయం ప్రసిద్ధి చెందిన అమ్మవారి పుణ్యక్షేత్రం
tem_09015_00490900376	మోసం చేస్తున్నాడని అర్థం
tem_06359_01709944558	డిసెంబరు మూడు;
tem_03338_01095152130	పలువురు లబ్ధప్రతిష్ఠుల వ్యాసాల సమాహారం
tem_08680_00291762530	ఈ దుంప మార్పు చెందిన కొమ్మ\n
tem_00682_00198427430	చెరువు కట్ట మీద పోలేరమ్మ గుడి ఉన్నది
tem_09222_00047263867	ఎన్నో సార్లు అలా చేసారు కూడా\n
tem_04771_00535842669	యాభై అడుగుల్లో
tem_07220_00888291923	ఆ మహాదేవిని ఈశ్వరమ్మ అని పిలుచుకోవాలి
tem_02812_00381402854	ఈ ఆలయ పునర్నిర్మాణానికి రు
tem_02769_01230539787	విజయవాడ దిగవల్లి వెంకట శివరావు
tem_02812_01003528219	వీరిలో పురుషుల శాతం యాభై ఒకటి స్త్రీల శాతం నలభై తొమ్మిది
tem_06359_01208230407	ఒరే కాంట్రాక్టర్ వెధవా
tem_02769_00570858394	అలా ఎత్తినా అతడు దానిని నిలబెట్టుకోలేడు
tem_03338_00922150361	నీవు ఈ జగములంతకూ శివుడవు
tem_04272_01915985245	నుండి తరచు బస్సు సౌకర్యం ఉంది
tem_02812_00636890705	ఇందుకు ఉపయోగపడే ప్రచార వ్యాసం ఇక్కడ ఉన్నది
tem_03338_00552730277	వెడెన్ఫెల్డ్ అండ్ నికొల్సన్
tem_02769_01580889038	సాధారణంగా ఇవి రెండూ గళ్లతో నిండివుంటాయి
tem_09222_00735660363	వాము సాధారణంగా అన్ని ఇళ్ళల్లో కనిపించేది
tem_06359_01878431979	ఒక రోజుకు ఇరవై నాలుగు గంటలుంటాయి
tem_05425_01377983397	జ్ఞానపీఠ పురస్కారం గ్రహీత విశ్వనాథ సత్యనారాయణ
tem_07220_01810103111	ఇంద్రుడు రెండు పర్లాంగుల దూరంలో పడెను
tem_06359_00575986869	ఈ నగరంలో మొత్తం ఇరవై అయిదు మ్యూజియంలు ఉన్నాయి
tem_02769_02041918729	వీటి లో రెండు మాత్రమే సరి ప్రధానకం
tem_06359_02026766464	వేంకటపతికి మొక్కుమని చెబితేనే మొక్కేవాడు
tem_08680_01012473141	ఈ గ్రామంలో జిల్లా పరిషత్ ఉన్నత పాఠశాల కలదు\n
tem_09015_01885234430	గృహాల సంఖ్య రెండు వందలు ఎనిమిది
tem_02769_01016323888	కక్ష్య భ్రమణసమయం రెండు వేలు మూడు వందలు తొంభై మూడు గంటలు
tem_09015_01338971798	దాని చావు దరువు అంటారు
tem_00974_02108596382	దీని సవరణ ఋణాత్మకం
tem_09015_01212543479	ఒక స్లిప్పర్ క్లచ్ ను కూడా చేర్చింది
tem_06359_00658876290	లీలఓ ఓహొ చారుశీల లేజవరాలా సొగసు భళా  వి
tem_08377_01068322442	రవాణా పరంగా కూడా తాండూర్ కు మంచి సౌకర్యాలు కలవు\n
tem_04272_01615247336	జ్ఞానపీఠ అవార్డు పొందిన తొలి తెలుగు రచయిత
tem_08680_01784715440	అది సాధారణంగా పనితీరు సూచించింది\n
tem_07220_01964856207	అందుకు పలు వైవిద్యమైన కారణాలు ఉన్నాయి
tem_08680_00047500982	అవధానిగారు ఆ పద్యాలను విని\n
tem_03338_01494307978	ఇది వైశ్యులకు పవిత్ర క్షేత్రం
tem_02769_01874766861	ఆ లేచిన రోజే శ్రావణ పూర్ణిమ
tem_02769_01794972811	రాయచూర్ పట్టణం జిల్లాకేంద్రంగా ఉంది
tem_08377_02109391483	మండల పరిషత్తు ప్రాథమిక పాఠశాల\n
tem_04272_01710518684	ఈయన కుమార్తె దేవి కొన్ని చిత్రాల్లో నటించింది
tem_04771_01546728720	ఆరు వందల అడుగుల్లో
tem_03338_00864736772	ఇక్కడ ఎలాంటి వసతులు లేవు
tem_08377_00326040052	ఊరి జనాభా ఎనిమిది వేల వరకు ఉంటుంది\n
tem_08377_01010207314	సుదేష్మాను వెయ్యి తొమ్మిది వందలు యాభై మూడులో వివాహమాడారు\n
tem_00113_01115316186	ఇది మంచి కంటిచూపుకు దోహపడుతుంది
tem_05425_01550993593	ఇదే పేరుతో ఉన్న ఇతర ప్రాంతాల కొరకు వంగర అయోమయ నివృత్తి చూడండి
tem_09222_01237854378	నాకు రుచికరంగా వంటలు చేయడం వచ్చు కదా
tem_04771_00409038765	ఎడమవైపు తిరగండి
tem_06582_01407371655	దీని అధిపతి రవికిషోర్
tem_05425_00555823879	ఇది మహారాష్ట్ర యొక్క అధికార భాష
tem_09015_00842006778	పుస్తకంలోని పేజీలపై ఈ పెన్నును ఉంచితే
tem_00974_01931354286	బొబ్బిలి బుల్లోడు సినిమా వివరాలు
tem_07220_01379625030	నాన్న కోరిక తీర్చాలి
tem_02812_01926237676	వెలదులార ముదముమీర నలుగిడ రారే బృందంపధ్నాలుగు
tem_09015_00154856751	అవ్వ నలభై నాలుగు వాసవి నలభై అయిదు
tem_00682_00621710506	దీనికి రెండు ముఖ్య కారణాలు ఉన్నాయి
tem_04272_00532491352	మీరు అప్లోడ్ చేసిన ఫోటో బాగుంది
tem_00682_00873833308	కాని పిండారీలు పగలే వచ్చేవారు
tem_00974_00337506807	ఈ ధర్మాన్నే ఎంట్రోపీ మార్పు అంటారు
tem_09015_00467441651	భరణి నక్షత్రము  ధాత్రిమూడు
tem_05479_01567406575	దానికి మీ సూచనలు ఏమయినా ఉంటే తెలుపండి\n
tem_03338_00572244816	కానీ సేవార్హతలు చాలా ముఖ్యం
tem_00682_00351390950	రకరకాల సంస్కృతులకు నిలయమయ్యినదట
tem_09222_00726603085	దీని మొక్క తీగ జాతికి చెందినది
tem_09015_00841245756	ఆయనకు నలుగురు కుమారులు
tem_00682_01466095168	ఆ క్రితం నెల కూడా అభివృద్ధి జరిగింది
tem_07220_02144810509	ఆ బాలగోపాలం కొత్తబట్టలు కట్టుకున్నారు
tem_02812_00368808024	రాజకీయ సాంఘిక చైతన్యాల సమాహారం కాళోజి
tem_05479_00807275822	బషీరాబాద్ రాజకీయ చైతన్యంగా ఎదిగిన గ్రామం\n
tem_00113_00148830615	తపాలా సౌకర్యం వున్నది
tem_04771_01479942758	మీ గమ్యస్థానం కుడివైపున ఉంటుంది.
tem_09015_00090824563	పిన్ కోడ్ అయిదు లక్షలు తొమ్మిది వెలు మూడు వందలు ముప్పై తొమ్మిది
tem_04272_01895023798	ఈ గ్రామానికి రైలు సౌకర్యం కూడా ఉంది
tem_03338_01321904260	ఇదే పేరుతో మరి కొన్ని గ్రామాలున్నాయి
tem_08680_00968971981	ఐ_ఎం_డి_బిలో శివరామకృష్ణయ్య వివరాలు
tem_03338_01519427372	వాటితోనే ఏడాది మొత్తం గడపాల్సి వచ్చేది
tem_06359_00798105219	రాజకీయ సాంఘిక చైతన్యాల సమాహారం కాళోజి
tem_03338_01749754718	సాత్యకి కృష్ణుని భక్తుడు
tem_04272_01388695471	ఏలూరు పట్టణం ప్రధానంగా జాతీయ రహదారి వెంట విస్తరించి ఉంది
tem_02769_01163920220	అందుకు ఆమె కోసం పోలీసులు వెతికారు
tem_04272_01102533545	వారి కలయిక మిగతా చిత్ర కథ
tem_02812_01111419334	దానస్వభావము కలిగి ఉంటారు
tem_03338_01049588921	ఇది ప్రతిభావారి తొలి చిత్రం
tem_00682_01471943595	ఎడమ కాలువ నల్గొండ జిల్లాకు నీటి సరఫరా చేస్తుంది
tem_02769_01098331107	ఈ జన్య రాగాలకీ అనేక విభజనలు ఉన్నాయి
tem_08680_00245524753	కిషన్ పట్నాయక్ సాంఘిక నాయకుడు\n
tem_05479_00557410508	పశ్చిమోత్తర పసిఫిక్ యొక్క వృక్ష జాతులు\n
tem_03338_00015451443	ఇవి ప్రమాదాన్ని సూచించటానికి వాడబడతాయి
tem_00682_00920640454	తెలుగు నెలలు తెలుగు నెలలు పన్నెండు
tem_06885_00725753899	కుశధ్వజుడు ఇతని సోదరుడు
tem_09015_00087158583	ఫ్రీ ప్రెస్ కాం
tem_05479_01684451506	కురిసింది వాన నా గుండెలోన\n
tem_07220_00925965869	తరచూ రేడియో నాటకాల్లో కూడా పాల్గొనేవారు
tem_04272_01611794118	మిన్నసోటా రాష్ట్రంలో కల ఒక ప్రముఖ ఉన్నత విద్యా సంస్థల వ్యవస్థ
tem_03338_01545136682	వినదగు నెవ్వరు జెప్పిన
tem_00974_01799150570	స్వర్గలోకమును చేరడానికి నిచ్చెన వంటిది
tem_00682_02053435638	వాటిలో తొమ్మిది వందలు అయిదు విమానాన్ని  తీసుకుంది
tem_00682_01833496868	నాకు ఈ విషయం అసలు ఏమీ తెలియదు
tem_05425_00681386731	మా ఊరు చాల మంచి ఊరు
tem_09584_00504961503	అభినవ ఉత్తర గోధనాపహరణము
tem_08680_01001655545	ఈ గ్రామంలో తొమ్మిది గుట్టలు ఉన్నాయి\n
tem_03338_00720248503	అక్షరాస్యుల సంఖ్య ముప్పై నాలుగు వేలు వంద ముప్పై
tem_08377_01715884512	వికీపీడియా కాపీహక్కుల నియమాలను ఖచ్చితంగా అమలు చేస్తుంది\n
